CID,HF_ID,HF_Type,HF_Status,HF_Imune,HF_Dia,HF_FPS,HF_DoBabies,HF_ANC,HF_MT,HF_MS,HF_MI,HF_TMInj,HF_EOC,HF_PNC,HF_SupA_Med,HF_SupA_MedEqp,HF_SupA_MedPers
217446465,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
217446465,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
217446465,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
217446465,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
217446465,7,PRIVATE CLINIC,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
217446465,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
214345253,1,BASIC HEALTH UNIT (SMALLER),1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,,
214345253,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
214345253,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
214345253,4,PUBLIC HOSPITAL,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
214345253,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
214345253,6,PRIVATE MEDICAL PRACTITIONER,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,
214345253,7,PRIVATE CLINIC,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
214345253,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
215395859,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
215395859,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
215395859,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
215395859,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
215395859,5,PUBLIC DISPENSARY,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,
215395859,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
215395859,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
215395859,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
215405960,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
215405960,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
215405960,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
215405960,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
215405960,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
215405960,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
215405960,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
215405960,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
318466869,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
318466869,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
318466869,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
318466869,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
318466869,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
318466869,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
318466869,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
318466869,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
214365455,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
214365455,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
214365455,3,MATERNAL AND CHILD HEALTH CENTER,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,
214365455,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
214365455,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
214365455,6,PRIVATE MEDICAL PRACTITIONER,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,
214365455,7,PRIVATE CLINIC,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
214365455,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
217446667,1,BASIC HEALTH UNIT (SMALLER),1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
217446667,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
217446667,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
217446667,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
217446667,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
217446667,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
217446667,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
217446667,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
104081213,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
104081213,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
104081213,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
104081213,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
104081213,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
104081213,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
104081213,7,PRIVATE CLINIC,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,
104081213,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
101020304,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
101020304,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
101020304,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
101020304,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
101020304,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
101020304,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
101020304,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
101020304,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
101020304,9,ATAE DOCTOR,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,
104081314,1,BASIC HEALTH UNIT (SMALLER),1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,
104081314,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
104081314,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
104081314,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
104081314,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
104081314,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
104081314,7,PRIVATE CLINIC,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,
104081314,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
102030607,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
102030607,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
102030607,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
102030607,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
102030607,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
102030607,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
102030607,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
102030607,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
102030607,9,ATAE DOCTOR,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
102040708,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
102040708,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
102040708,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
102040708,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
102040708,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
102040708,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
102040708,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
102040708,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
102030506,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
102030506,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
102030506,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
102030506,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
102030506,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
102030506,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
102030506,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
102030506,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
106132021,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
106132021,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
106132021,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
106132021,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
106132021,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
106132021,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
106132021,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
106132021,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
112304647,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
112304647,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
112304647,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
112304647,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
112304647,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
112304647,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
112304647,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
112304647,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
112304647,9,ATAE DOCTOR,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
103050809,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
103050809,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
103050809,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
103050809,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
103050809,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
103050809,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
103050809,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
103050809,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
105101718,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
105101718,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
105101718,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
105101718,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
105101718,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
105101718,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
105101718,7,PRIVATE CLINIC,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,
105101718,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
110243839,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
110243839,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
110243839,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
110243839,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
110243839,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
110243839,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
110243839,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
110243839,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
110243839,9,ATAE DOCTOR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,
110243738,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
110243738,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
110243738,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
110243738,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
110243738,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
110243738,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
110243738,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
110243738,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
109233435,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
109233435,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
109233435,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
109233435,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
109233435,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
109233435,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
109233435,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
109233435,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
109233435,9,ATAE DOCTOR,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,
110253940,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
110253940,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
110253940,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
110253940,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
110253940,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
110253940,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
110253940,7,PRIVATE CLINIC,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
110253940,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
110253940,10,HAKEEM,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,
216416061,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
216416061,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
216416061,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
216416061,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
216416061,5,PUBLIC DISPENSARY,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,
216416061,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
216416061,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
216416061,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
216416162,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
216416162,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
216416162,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
216416162,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
216416162,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
216416162,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
216416162,7,PRIVATE CLINIC,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
216416162,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
216426263,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
216426263,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
216426263,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
216426263,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
216426263,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
216426263,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
216426263,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
216426263,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
214375556,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
214375556,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
214375556,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
214375556,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
214375556,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
214375556,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
214375556,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
214375556,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
318467071,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
318467071,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
318467071,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
318467071,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
318467071,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
318467071,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
318467071,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
318467071,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
319477273,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
319477273,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
319477273,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
319477273,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
319477273,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
319477273,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
319477273,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
319477273,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
107152425,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
107152425,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
107152425,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
107152425,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
107152425,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
107152425,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
107152425,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
107152425,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
319487476,1,BASIC HEALTH UNIT (SMALLER),1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
319487476,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
319487476,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
319487476,4,PUBLIC HOSPITAL,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
319487476,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
319487476,6,PRIVATE MEDICAL PRACTITIONER,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,
319487476,7,PRIVATE CLINIC,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,
319487476,8,PRIVATE HOSPITAL,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
108203031,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
108203031,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
108203031,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
108203031,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
108203031,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
108203031,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
108203031,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
108203031,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
108213132,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
108213132,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
108213132,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
108213132,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
108213132,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
108213132,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
108213132,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
108213132,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
109223233,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
109223233,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
109223233,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
109223233,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
109223233,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
109223233,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
109223233,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
109223233,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
109233536,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
109233536,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
109233536,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
109233536,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
109233536,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
109233536,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
109233536,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
109233536,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
111274142,1,BASIC HEALTH UNIT (SMALLER),1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,
111274142,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
111274142,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
111274142,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
111274142,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
111274142,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
111274142,7,PRIVATE CLINIC,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,
111274142,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
111274243,1,BASIC HEALTH UNIT (SMALLER),1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
111274243,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
111274243,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
111274243,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
111274243,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
111274243,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
111274243,7,PRIVATE CLINIC,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
111274243,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
106132122,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
106132122,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
106132122,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
106132122,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
106132122,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
106132122,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
106132122,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
106132122,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
319477274,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
319477274,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
319477274,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
319477274,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
319477274,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
319477274,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
319477274,7,PRIVATE CLINIC,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,
319477274,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
106142223,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
106142223,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
106142223,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
106142223,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
106142223,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
106142223,6,PRIVATE MEDICAL PRACTITIONER,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,
106142223,7,PRIVATE CLINIC,3,,,,,,,,,,,,,,
106142223,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
215385657,1,BASIC HEALTH UNIT (SMALLER),1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,
215385657,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
215385657,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
215385657,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
215385657,5,PUBLIC DISPENSARY,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,
215385657,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
215385657,7,PRIVATE CLINIC,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,
215385657,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
215385657,9,ATAE DOCTOR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,
111264041,1,BASIC HEALTH UNIT (SMALLER),1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
111264041,2,RURAL HEALTH CENTER (LARGE),3,,,,,,,,,,,,,,
111264041,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
111264041,4,PUBLIC HOSPITAL,3,,,,,,,,,,,,,,
111264041,5,PUBLIC DISPENSARY,3,,,,,,,,,,,,,,
111264041,6,PRIVATE MEDICAL PRACTITIONER,3,,,,,,,,,,,,,,
111264041,7,PRIVATE CLINIC,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
111264041,8,PRIVATE HOSPITAL,3,,,,,,,,,,,,,,
103060910,1,BASIC HEALTH UNIT (SMALLER),3,,,,,,,,,,,,,,
103060910,2,RURAL HEALTH CENTER (LARGE),1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,
103060910,3,MATERNAL AND CHILD HEALTH CENTER,3,,,,,,,,,,,,,,
