CID,ND_Eventno,ND_ABC,ND_AM,ND_M_5y,ND_y1,ND_y2,ND_y3,Community,FID,P_ID,D_ID,T_ID,UC_ID,M_ID,ND_EventDesc,ND_M_y,ND_m1,ND_m2,ND_m3,ND_FG,ND_LG,ND_PNGO,ND_FNGO,ND_Oth,ND_UseAssist,ND_PG
112314748,6,,,0.0,,,,4.0,1123147484.0,1.0,12.0,31.0,47.0,48.0,Famine,0.0,,,,,,,,,,
112314748,7,,,0.0,,,,4.0,1123147484.0,1.0,12.0,31.0,47.0,48.0,Epidemic,0.0,,,,,,,,,,
112314748,8,2.0,5.0,1.0,2010.0,2009.0,2008.0,4.0,1123147484.0,1.0,12.0,31.0,47.0,48.0,Civil unrest or violence,0.0,,,,,,,,,,
112314748,9,2.0,15.0,1.0,2010.0,,,4.0,1123147484.0,1.0,12.0,31.0,47.0,48.0,Crop Insect/disease outbreak,0.0,,,,,,,,,,
213324849,1,,,0.0,,,,1.0,2133248491.0,2.0,13.0,32.0,48.0,49.0,,,,,,,,,,,,0.0
213324849,2,1.0,100.0,1.0,2011.0,,,1.0,2133248491.0,2.0,13.0,32.0,48.0,49.0,Fire,0.0,,,,,,,,,,
213324849,3,,,0.0,,,,1.0,2133248491.0,2.0,13.0,32.0,48.0,49.0,Flood/typhoon,0.0,,,,,,,,,,
213324849,4,,,0.0,,,,1.0,2133248491.0,2.0,13.0,32.0,48.0,49.0,Drought,0.0,,,,,,,,,,
213324849,5,,,0.0,,,,1.0,2133248491.0,2.0,13.0,32.0,48.0,49.0,Earthquake/landslide,0.0,,,,,,,,,,
213324849,6,,,0.0,,,,1.0,2133248491.0,2.0,13.0,32.0,48.0,49.0,Famine,0.0,,,,,,,,,,
213324849,7,,,0.0,,,,1.0,2133248491.0,2.0,13.0,32.0,48.0,49.0,Epidemic,0.0,,,,,,,,,,
213324849,8,,,0.0,,,,1.0,2133248491.0,2.0,13.0,32.0,48.0,49.0,Civil unrest or violence,0.0,,,,,,,,,,0.0
213324950,1,,,0.0,,,,2.0,2133249502.0,2.0,13.0,32.0,49.0,50.0,Crop Insect/disease outbreak,0.0,,,,,,,,,,
213324950,2,2.0,100.0,1.0,2011.0,2010.0,,2.0,2133249502.0,2.0,13.0,32.0,49.0,50.0,,,,,,,,,,,,
213324950,3,,,0.0,,,,2.0,2133249502.0,2.0,13.0,32.0,49.0,50.0,Fire,0.0,,,,,,,,,,
213324950,4,,,0.0,,,,2.0,2133249502.0,2.0,13.0,32.0,49.0,50.0,Flood/typhoon,0.0,,,,,,,,,,
213324950,5,,,0.0,,,,2.0,2133249502.0,2.0,13.0,32.0,49.0,50.0,Drought,0.0,,,,,,,,,,
213324950,6,,,0.0,,,,2.0,2133249502.0,2.0,13.0,32.0,49.0,50.0,Earthquake/landslide,0.0,,,,,,,,,,
213324950,7,,,0.0,,,,2.0,2133249502.0,2.0,13.0,32.0,49.0,50.0,Famine,0.0,,,,,,,,,,
213324950,8,,,0.0,,,,2.0,2133249502.0,2.0,13.0,32.0,49.0,50.0,Epidemic,0.0,,,,,,,,,,
213324952,1,,,0.0,,,,3.0,2133249523.0,2.0,13.0,32.0,49.0,52.0,Civil unrest or violence,0.0,,,,,,,,,,
213324952,2,2.0,100.0,1.0,2011.0,2010.0,,3.0,2133249523.0,2.0,13.0,32.0,49.0,52.0,Crop Insect/disease outbreak,0.0,,,,,,,,,,
213324952,3,,,0.0,,,,3.0,2133249523.0,2.0,13.0,32.0,49.0,52.0,,,,,,,,,,,,
213324952,4,,,0.0,,,,3.0,2133249523.0,2.0,13.0,32.0,49.0,52.0,Fire,0.0,,,,,,,,,,
213324952,5,,,0.0,,,,3.0,2133249523.0,2.0,13.0,32.0,49.0,52.0,Flood/typhoon,0.0,,,,,,,,,,
213324952,6,,,0.0,,,,3.0,2133249523.0,2.0,13.0,32.0,49.0,52.0,Drought,0.0,,,,,,,,,,
213324952,7,,,0.0,,,,3.0,2133249523.0,2.0,13.0,32.0,49.0,52.0,Earthquake/landslide,0.0,,,,,,,,,,
213324952,8,,,0.0,,,,3.0,2133249523.0,2.0,13.0,32.0,49.0,52.0,Famine,0.0,,,,,,,,,,
213335051,1,,,0.0,,,,4.0,2133351514.0,2.0,13.0,33.0,50.0,51.0,Epidemic,0.0,,,,,,,,,,
213335051,2,1.0,100.0,1.0,2011.0,2010.0,,4.0,2133351514.0,2.0,13.0,33.0,50.0,51.0,Civil unrest or violence,0.0,,,,,,,,,,
213335051,3,1.0,80.0,1.0,2009.0,,,4.0,2133351514.0,2.0,13.0,33.0,50.0,51.0,Crop Insect/disease outbreak,0.0,,,,,,,,,,
213335051,4,,,0.0,,,,4.0,2133351514.0,2.0,13.0,33.0,50.0,51.0,,,,,,,,,,,,
213335051,5,,,0.0,,,,4.0,2133351514.0,2.0,13.0,33.0,50.0,51.0,Fire,0.0,,,,,,,,,,0.0
213335051,6,1.0,50.0,1.0,2008.0,,,4.0,2133351514.0,2.0,13.0,33.0,50.0,51.0,Flood/typhoon,0.0,,,,,,,,,,0.0
213335051,7,,,0.0,,,,4.0,2133351514.0,2.0,13.0,33.0,50.0,51.0,Drought,0.0,,,,,,,,,,
213335051,8,1.0,100.0,1.0,2010.0,,,4.0,2133351514.0,2.0,13.0,33.0,50.0,51.0,Earthquake/landslide,0.0,,,,,,,,,,
214345253,1,,,0.0,,,,1.0,2143452531.0,2.0,14.0,34.0,52.0,53.0,Famine,0.0,,,,,,,,,,
214345253,2,,,0.0,,,,1.0,2143452531.0,2.0,14.0,34.0,52.0,53.0,Epidemic,0.0,,,,,,,,,,
214345253,3,,,0.0,,,,1.0,2143452531.0,2.0,14.0,34.0,52.0,53.0,Civil unrest or violence,0.0,,,,,,,,,,
214345253,4,,,0.0,,,,1.0,2143452531.0,2.0,14.0,34.0,52.0,53.0,Crop Insect/disease outbreak,0.0,,,,,,,,,,
214345253,5,,,0.0,,,,1.0,2143452531.0,2.0,14.0,34.0,52.0,53.0,,,,,,,,,,,,
214345253,6,,,0.0,,,,1.0,2143452531.0,2.0,14.0,34.0,52.0,53.0,Fire,0.0,,,,,,,,,,0.0
214345253,7,,,0.0,,,,1.0,2143452531.0,2.0,14.0,34.0,52.0,53.0,Flood/typhoon,0.0,,,,,,,,,,
214345253,8,,,0.0,,,,1.0,2143452531.0,2.0,14.0,34.0,52.0,53.0,Drought,1.0,11.0,,,0.0,0.0,0.0,0.0,0.0,,
214355354,1,,,0.0,,,,2.0,2143553542.0,2.0,14.0,35.0,53.0,54.0,Earthquake/landslide,0.0,,,,,,,,,,
214355354,2,1.0,100.0,1.0,2010.0,,,2.0,2143553542.0,2.0,14.0,35.0,53.0,54.0,Famine,0.0,,,,,,,,,,0.0
214355354,3,,,0.0,,,,2.0,2143553542.0,2.0,14.0,35.0,53.0,54.0,Epidemic,0.0,,,,,,,,,,
214355354,4,,,0.0,,,,2.0,2143553542.0,2.0,14.0,35.0,53.0,54.0,Civil unrest or violence,0.0,,,,,,,,,,
214355354,5,,,0.0,,,,2.0,2143553542.0,2.0,14.0,35.0,53.0,54.0,Crop Insect/disease outbreak,0.0,,,,,,,,,,
214355354,6,,,0.0,,,,2.0,2143553542.0,2.0,14.0,35.0,53.0,54.0,,,,,,,,,,,,
214355354,7,,,0.0,,,,2.0,2143553542.0,2.0,14.0,35.0,53.0,54.0,Fire,0.0,,,,,,,,,,
214355354,8,2.0,75.0,1.0,2011.0,,,2.0,2143553542.0,2.0,14.0,35.0,53.0,54.0,Flood/typhoon,0.0,,,,,,,,,,
214365455,1,,,0.0,,,,3.0,2143654553.0,2.0,14.0,36.0,54.0,55.0,Drought,0.0,,,,,,,,,,
214365455,2,,,0.0,,,,3.0,2143654553.0,2.0,14.0,36.0,54.0,55.0,Earthquake/landslide,0.0,,,,,,,,,,
214365455,3,,,0.0,,,,3.0,2143654553.0,2.0,14.0,36.0,54.0,55.0,Famine,0.0,,,,,,,,,,
214365455,4,,,0.0,,,,3.0,2143654553.0,2.0,14.0,36.0,54.0,55.0,Epidemic,0.0,,,,,,,,,,
214365455,5,,,0.0,,,,3.0,2143654553.0,2.0,14.0,36.0,54.0,55.0,Civil unrest or violence,0.0,,,,,,,,,,
214365455,6,,,0.0,,,,3.0,2143654553.0,2.0,14.0,36.0,54.0,55.0,Crop Insect/disease outbreak,0.0,,,,,,,,,,
214365455,7,,,0.0,,,,3.0,2143654553.0,2.0,14.0,36.0,54.0,55.0,,,,,,,,,,,,
214365455,8,,,0.0,,,,3.0,2143654553.0,2.0,14.0,36.0,54.0,55.0,Fire,0.0,,,,,,,,,,0.0
214375556,1,,,0.0,,,,4.0,2143755564.0,2.0,14.0,37.0,55.0,56.0,Flood/typhoon,0.0,,,,,,,,,,
214375556,2,1.0,100.0,1.0,2010.0,2007.0,,4.0,2143755564.0,2.0,14.0,37.0,55.0,56.0,Drought,0.0,,,,,,,,,,
214375556,3,,,0.0,,,,4.0,2143755564.0,2.0,14.0,37.0,55.0,56.0,Earthquake/landslide,0.0,,,,,,,,,,
214375556,4,,,0.0,,,,4.0,2143755564.0,2.0,14.0,37.0,55.0,56.0,Famine,0.0,,,,,,,,,,
214375556,5,,,0.0,,,,4.0,2143755564.0,2.0,14.0,37.0,55.0,56.0,Epidemic,0.0,,,,,,,,,,
214375556,6,,,0.0,,,,4.0,2143755564.0,2.0,14.0,37.0,55.0,56.0,Civil unrest or violence,0.0,,,,,,,,,,
214375556,7,,,0.0,,,,4.0,2143755564.0,2.0,14.0,37.0,55.0,56.0,Crop Insect/disease outbreak,0.0,,,,,,,,,,1.0
214375556,8,,,0.0,,,,4.0,2143755564.0,2.0,14.0,37.0,55.0,56.0,,,,,,,,,,,,
215385657,1,,,0.0,,,,1.0,2153856571.0,2.0,15.0,38.0,56.0,57.0,Fire,0.0,,,,,,,,,,
215385657,2,1.0,95.0,1.0,2011.0,,,1.0,2153856571.0,2.0,15.0,38.0,56.0,57.0,Flood/typhoon,0.0,,,,,,,,,,
215385657,3,,,0.0,,,,1.0,2153856571.0,2.0,15.0,38.0,56.0,57.0,Drought,0.0,,,,,,,,,,
215385657,4,,,0.0,,,,1.0,2153856571.0,2.0,15.0,38.0,56.0,57.0,Earthquake/landslide,0.0,,,,,,,,,,
215385657,5,,,0.0,,,,1.0,2153856571.0,2.0,15.0,38.0,56.0,57.0,Famine,0.0,,,,,,,,,,
215385657,6,,,0.0,,,,1.0,2153856571.0,2.0,15.0,38.0,56.0,57.0,Epidemic,0.0,,,,,,,,,,
215385657,7,,,0.0,,,,1.0,2153856571.0,2.0,15.0,38.0,56.0,57.0,Civil unrest or violence,0.0,,,,,,,,,,
215385657,8,,,0.0,,,,1.0,2153856571.0,2.0,15.0,38.0,56.0,57.0,Crop Insect/disease outbreak,0.0,,,,,,,,,,
215395758,1,,,0.0,,,,2.0,2153957582.0,2.0,15.0,39.0,57.0,58.0,,,,,,,,,,,,
215395758,2,1.0,95.0,1.0,2011.0,,,2.0,2153957582.0,2.0,15.0,39.0,57.0,58.0,Fire,0.0,,,,,,,,,,
215395758,3,,,0.0,,,,2.0,2153957582.0,2.0,15.0,39.0,57.0,58.0,Flood/typhoon,0.0,,,,,,,,,,
215395758,4,,,0.0,,,,2.0,2153957582.0,2.0,15.0,39.0,57.0,58.0,Drought,0.0,,,,,,,,,,
215395758,5,,,0.0,,,,2.0,2153957582.0,2.0,15.0,39.0,57.0,58.0,Earthquake/landslide,0.0,,,,,,,,,,
215395758,6,,,0.0,,,,2.0,2153957582.0,2.0,15.0,39.0,57.0,58.0,Famine,0.0,,,,,,,,,,
215395758,7,,,0.0,,,,2.0,2153957582.0,2.0,15.0,39.0,57.0,58.0,Epidemic,0.0,,,,,,,,,,
215395758,8,1.0,15.0,1.0,2007.0,2010.0,,2.0,2153957582.0,2.0,15.0,39.0,57.0,58.0,Civil unrest or violence,0.0,,,,,,,,,,
215395859,1,,,0.0,,,,3.0,2153958593.0,2.0,15.0,39.0,58.0,59.0,Crop Insect/disease outbreak,0.0,,,,,,,,,,
215395859,2,1.0,95.0,1.0,2011.0,,,3.0,2153958593.0,2.0,15.0,39.0,58.0,59.0,,,,,,,,,,,,
215395859,3,,,0.0,,,,3.0,2153958593.0,2.0,15.0,39.0,58.0,59.0,Fire,0.0,,,,,,,,,,
215395859,4,,,0.0,,,,3.0,2153958593.0,2.0,15.0,39.0,58.0,59.0,Flood/typhoon,1.0,7.0,8.0,,0.0,0.0,0.0,0.0,0.0,,
215395859,5,,,0.0,,,,3.0,2153958593.0,2.0,15.0,39.0,58.0,59.0,Drought,0.0,,,,,,,,,,
215395859,6,,,0.0,,,,3.0,2153958593.0,2.0,15.0,39.0,58.0,59.0,Earthquake/landslide,0.0,,,,,,,,,,
215395859,7,,,0.0,,,,3.0,2153958593.0,2.0,15.0,39.0,58.0,59.0,Famine,0.0,,,,,,,,,,0.0
215395859,8,1.0,15.0,1.0,2007.0,2010.0,,3.0,2153958593.0,2.0,15.0,39.0,58.0,59.0,Epidemic,0.0,,,,,,,,,,
215405960,1,,,0.0,,,,4.0,2154059604.0,2.0,15.0,40.0,59.0,60.0,Civil unrest or violence,0.0,,,,,,,,,,
215405960,2,1.0,95.0,1.0,2011.0,2010.0,,4.0,2154059604.0,2.0,15.0,40.0,59.0,60.0,Crop Insect/disease outbreak,1.0,7.0,8.0,,0.0,0.0,0.0,0.0,0.0,,
215405960,3,,,0.0,,,,4.0,2154059604.0,2.0,15.0,40.0,59.0,60.0,,,,,,,,,,,,
215405960,4,,,0.0,,,,4.0,2154059604.0,2.0,15.0,40.0,59.0,60.0,Fire,0.0,,,,,,,,,,
215405960,5,,,0.0,,,,4.0,2154059604.0,2.0,15.0,40.0,59.0,60.0,Flood/typhoon,0.0,,,,,,,,,,
215405960,6,,,0.0,,,,4.0,2154059604.0,2.0,15.0,40.0,59.0,60.0,Drought,0.0,,,,,,,,,,
215405960,7,,,0.0,,,,4.0,2154059604.0,2.0,15.0,40.0,59.0,60.0,Earthquake/landslide,0.0,,,,,,,,,,0.0
215405960,8,,,0.0,,,,4.0,2154059604.0,2.0,15.0,40.0,59.0,60.0,Famine,0.0,,,,,,,,,,
216416061,1,3.0,5.0,1.0,2010.0,2011.0,,1.0,2164160611.0,2.0,16.0,41.0,60.0,61.0,Epidemic,0.0,,,,,,,,,,
216416061,2,1.0,100.0,1.0,2010.0,,,1.0,2164160611.0,2.0,16.0,41.0,60.0,61.0,Civil unrest or violence,0.0,,,,,,,,,,
216416061,3,,,0.0,,,,1.0,2164160611.0,2.0,16.0,41.0,60.0,61.0,Crop Insect/disease outbreak,1.0,7.0,8.0,,0.0,0.0,0.0,0.0,0.0,,
216416061,4,,,0.0,,,,1.0,2164160611.0,2.0,16.0,41.0,60.0,61.0,,,,,,,,,,,,0.0
216416061,5,,,0.0,,,,1.0,2164160611.0,2.0,16.0,41.0,60.0,61.0,Fire,0.0,,,,,,,,,,
216416061,6,,,0.0,,,,1.0,2164160611.0,2.0,16.0,41.0,60.0,61.0,Flood/typhoon,1.0,7.0,8.0,,0.0,0.0,0.0,0.0,0.0,,
216416061,7,,,0.0,,,,1.0,2164160611.0,2.0,16.0,41.0,60.0,61.0,Drought,1.0,11.0,12.0,,0.0,0.0,0.0,0.0,0.0,,
216416061,8,1.0,75.0,1.0,2009.0,,,1.0,2164160611.0,2.0,16.0,41.0,60.0,61.0,Earthquake/landslide,0.0,,,,,,,,,,
216416162,1,,,0.0,,,,2.0,2164161622.0,2.0,16.0,41.0,61.0,62.0,Famine,0.0,,,,,,,,,,
216416162,2,1.0,100.0,1.0,2010.0,,,2.0,2164161622.0,2.0,16.0,41.0,61.0,62.0,Epidemic,0.0,,,,,,,,,,
216416162,3,,,0.0,,,,2.0,2164161622.0,2.0,16.0,41.0,61.0,62.0,Civil unrest or violence,0.0,,,,,,,,,,
216416162,4,,,0.0,,,,2.0,2164161622.0,2.0,16.0,41.0,61.0,62.0,Crop Insect/disease outbreak,1.0,12.0,1.0,,0.0,0.0,0.0,0.0,0.0,,
216416162,5,,,0.0,,,,2.0,2164161622.0,2.0,16.0,41.0,61.0,62.0,,,,,,,,,,,,
216416162,6,,,0.0,,,,2.0,2164161622.0,2.0,16.0,41.0,61.0,62.0,Fire,0.0,,,,,,,,,,
216416162,7,,,0.0,,,,2.0,2164161622.0,2.0,16.0,41.0,61.0,62.0,Flood/typhoon,0.0,,,,,,,,,,
216416162,8,,,0.0,,,,2.0,2164161622.0,2.0,16.0,41.0,61.0,62.0,Drought,0.0,,,,,,,,,,
216426263,1,,,0.0,,,,3.0,2164262633.0,2.0,16.0,42.0,62.0,63.0,Earthquake/landslide,0.0,,,,,,,,,,
216426263,2,,,0.0,,,,3.0,2164262633.0,2.0,16.0,42.0,62.0,63.0,Famine,0.0,,,,,,,,,,
216426263,3,,,0.0,,,,3.0,2164262633.0,2.0,16.0,42.0,62.0,63.0,Epidemic,0.0,,,,,,,,,,
216426263,4,,,0.0,,,,3.0,2164262633.0,2.0,16.0,42.0,62.0,63.0,Civil unrest or violence,0.0,,,,,,,,,,
216426263,5,,,0.0,,,,3.0,2164262633.0,2.0,16.0,42.0,62.0,63.0,Crop Insect/disease outbreak,0.0,,,,,,,,,,
216426263,6,,,0.0,,,,3.0,2164262633.0,2.0,16.0,42.0,62.0,63.0,,,,,,,,,,,,
216426263,7,,,0.0,,,,3.0,2164262633.0,2.0,16.0,42.0,62.0,63.0,Fire,0.0,,,,,,,,,,
216426263,8,,,0.0,,,,3.0,2164262633.0,2.0,16.0,42.0,62.0,63.0,Flood/typhoon,0.0,,,,,,,,,,
216436364,1,,,0.0,,,,4.0,2164363644.0,2.0,16.0,43.0,63.0,64.0,Drought,0.0,,,,,,,,,,0.0
216436364,2,1.0,98.0,1.0,2010.0,,,4.0,2164363644.0,2.0,16.0,43.0,63.0,64.0,Earthquake/landslide,0.0,,,,,,,,,,
216436364,3,,,0.0,,,,4.0,2164363644.0,2.0,16.0,43.0,63.0,64.0,Famine,0.0,,,,,,,,,,
216436364,4,,,0.0,,,,4.0,2164363644.0,2.0,16.0,43.0,63.0,64.0,Epidemic,0.0,,,,,,,,,,
216436364,5,,,0.0,,,,4.0,2164363644.0,2.0,16.0,43.0,63.0,64.0,Civil unrest or violence,0.0,,,,,,,,,,
216436364,6,,,0.0,,,,4.0,2164363644.0,2.0,16.0,43.0,63.0,64.0,Crop Insect/disease outbreak,0.0,,,,,,,,,,
216436364,7,,,0.0,,,,4.0,2164363644.0,2.0,16.0,43.0,63.0,64.0,,,,,,,,,,,,
216436364,8,,,0.0,,,,4.0,2164363644.0,2.0,16.0,43.0,63.0,64.0,Fire,0.0,,,,,,,,,,
217446465,1,2.0,4.0,1.0,2009.0,2007.0,,1.0,2174464651.0,2.0,17.0,44.0,64.0,65.0,Flood/typhoon,0.0,,,,,,,,,,
217446465,2,1.0,100.0,1.0,2011.0,,,1.0,2174464651.0,2.0,17.0,44.0,64.0,65.0,Drought,0.0,,,,,,,,,,
217446465,3,,,0.0,,,,1.0,2174464651.0,2.0,17.0,44.0,64.0,65.0,Earthquake/landslide,0.0,,,,,,,,,,
217446465,4,,,0.0,,,,1.0,2174464651.0,2.0,17.0,44.0,64.0,65.0,Famine,0.0,,,,,,,,,,
217446465,5,,,0.0,,,,1.0,2174464651.0,2.0,17.0,44.0,64.0,65.0,Epidemic,0.0,,,,,,,,,,
217446465,6,,,0.0,,,,1.0,2174464651.0,2.0,17.0,44.0,64.0,65.0,Civil unrest or violence,0.0,,,,,,,,,,
217446465,7,,,0.0,,,,1.0,2174464651.0,2.0,17.0,44.0,64.0,65.0,Crop Insect/disease outbreak,0.0,,,,,,,,,,
217446465,8,2.0,60.0,1.0,2009.0,,,1.0,2174464651.0,2.0,17.0,44.0,64.0,65.0,,,,,,,,,,,,
217446566,1,,,0.0,,,,2.0,2174465662.0,2.0,17.0,44.0,65.0,66.0,Fire,0.0,,,,,,,,,,
217446566,2,1.0,100.0,1.0,2011.0,,,2.0,2174465662.0,2.0,17.0,44.0,65.0,66.0,Flood/typhoon,0.0,,,,,,,,,,
217446566,3,,,0.0,,,,2.0,2174465662.0,2.0,17.0,44.0,65.0,66.0,Drought,0.0,,,,,,,,,,
217446566,4,,,0.0,,,,2.0,2174465662.0,2.0,17.0,44.0,65.0,66.0,Earthquake/landslide,0.0,,,,,,,,,,
217446566,5,,,0.0,,,,2.0,2174465662.0,2.0,17.0,44.0,65.0,66.0,Famine,0.0,,,,,,,,,,
217446566,6,,,0.0,,,,2.0,2174465662.0,2.0,17.0,44.0,65.0,66.0,Epidemic,0.0,,,,,,,,,,
217446566,7,,,0.0,,,,2.0,2174465662.0,2.0,17.0,44.0,65.0,66.0,Civil unrest or violence,0.0,,,,,,,,,,
217446566,8,,,0.0,,,,2.0,2174465662.0,2.0,17.0,44.0,65.0,66.0,Crop Insect/disease outbreak,0.0,,,,,,,,,,
217446667,1,,,0.0,,,,3.0,2174466673.0,2.0,17.0,44.0,66.0,67.0,,,,,,,,,,,,
217446667,2,1.0,100.0,1.0,2011.0,,,3.0,2174466673.0,2.0,17.0,44.0,66.0,67.0,Fire,0.0,,,,,,,,,,
217446667,3,,,0.0,,,,3.0,2174466673.0,2.0,17.0,44.0,66.0,67.0,Flood/typhoon,0.0,,,,,,,,,,
217446667,4,,,0.0,,,,3.0,2174466673.0,2.0,17.0,44.0,66.0,67.0,Drought,0.0,,,,,,,,,,
217446667,5,,,0.0,,,,3.0,2174466673.0,2.0,17.0,44.0,66.0,67.0,Earthquake/landslide,0.0,,,,,,,,,,
217446667,6,,,0.0,,,,3.0,2174466673.0,2.0,17.0,44.0,66.0,67.0,Famine,0.0,,,,,,,,,,
217446667,7,,,0.0,,,,3.0,2174466673.0,2.0,17.0,44.0,66.0,67.0,Epidemic,0.0,,,,,,,,,,
217446667,8,1.0,50.0,1.0,2009.0,,,3.0,2174466673.0,2.0,17.0,44.0,66.0,67.0,Civil unrest or violence,0.0,,,,,,,,,,
217456768,1,,,0.0,,,,4.0,2174567684.0,2.0,17.0,45.0,67.0,68.0,Crop Insect/disease outbreak,0.0,,,,,,,,,,
217456768,2,1.0,75.0,1.0,2011.0,,,4.0,2174567684.0,2.0,17.0,45.0,67.0,68.0,,,,,,,,,,,,
217456768,3,,,0.0,,,,4.0,2174567684.0,2.0,17.0,45.0,67.0,68.0,Fire,0.0,,,,,,,,,,
217456768,4,,,0.0,,,,4.0,2174567684.0,2.0,17.0,45.0,67.0,68.0,Flood/typhoon,1.0,8.0,,,0.0,0.0,1.0,1.0,0.0,4.0,
217456768,5,,,0.0,,,,4.0,2174567684.0,2.0,17.0,45.0,67.0,68.0,Drought,0.0,,,,,,,,,,
217456768,6,,,0.0,,,,4.0,2174567684.0,2.0,17.0,45.0,67.0,68.0,Earthquake/landslide,1.0,4.0,,,,,,,,,
217456768,7,,,0.0,,,,4.0,2174567684.0,2.0,17.0,45.0,67.0,68.0,Famine,0.0,,,,,,,,,,
217456768,8,,,0.0,,,,4.0,2174567684.0,2.0,17.0,45.0,67.0,68.0,Epidemic,0.0,,,,,,,,,,
318466869,1,,,0.0,,,,1.0,3184668691.0,3.0,18.0,46.0,68.0,69.0,Civil unrest or violence,0.0,,,,,,,,,,
318466869,2,1.0,100.0,1.0,2010.0,,,1.0,3184668691.0,3.0,18.0,46.0,68.0,69.0,Crop Insect/disease outbreak,0.0,,,,,,,,,,
318466869,3,,,0.0,,,,1.0,3184668691.0,3.0,18.0,46.0,68.0,69.0,,,,,,,,,,,,
318466869,4,,,0.0,,,,1.0,3184668691.0,3.0,18.0,46.0,68.0,69.0,Fire,0.0,,,,,,,,,,
318466869,5,,,0.0,,,,1.0,3184668691.0,3.0,18.0,46.0,68.0,69.0,Flood/typhoon,1.0,8.0,,,1.0,0.0,1.0,1.0,0.0,4.0,
318466869,6,,,0.0,,,,1.0,3184668691.0,3.0,18.0,46.0,68.0,69.0,Drought,0.0,,,,,,,,,,
318466869,7,,,0.0,,,,1.0,3184668691.0,3.0,18.0,46.0,68.0,69.0,Earthquake/landslide,1.0,1.0,,,,,,,,,
318466869,8,2.0,60.0,1.0,2011.0,,,1.0,3184668691.0,3.0,18.0,46.0,68.0,69.0,Famine,0.0,,,,,,,,,,
318466970,1,,,0.0,,,,2.0,3184669702.0,3.0,18.0,46.0,69.0,70.0,Epidemic,0.0,,,,,,,,,,
318466970,2,,,0.0,,,,2.0,3184669702.0,3.0,18.0,46.0,69.0,70.0,Civil unrest or violence,0.0,,,,,,,,,,
318466970,3,,,0.0,,,,2.0,3184669702.0,3.0,18.0,46.0,69.0,70.0,Crop Insect/disease outbreak,0.0,,,,,,,,,,
318466970,4,,,0.0,,,,2.0,3184669702.0,3.0,18.0,46.0,69.0,70.0,,,,,,,,,,,,
318466970,5,,,0.0,,,,2.0,3184669702.0,3.0,18.0,46.0,69.0,70.0,Fire,0.0,,,,,,,,,,
318466970,6,,,0.0,,,,2.0,3184669702.0,3.0,18.0,46.0,69.0,70.0,Flood/typhoon,1.0,9.0,,,0.0,0.0,0.0,0.0,0.0,,
318466970,7,,,0.0,,,,2.0,3184669702.0,3.0,18.0,46.0,69.0,70.0,Drought,0.0,,,,,,,,,,
318466970,8,2.0,40.0,1.0,2009.0,2010.0,,2.0,3184669702.0,3.0,18.0,46.0,69.0,70.0,Earthquake/landslide,0.0,,,,,,,,,,
318467071,1,2.0,5.0,1.0,2010.0,,,3.0,3184670713.0,3.0,18.0,46.0,70.0,71.0,Famine,0.0,,,,,,,,,,
318467071,2,1.0,100.0,1.0,2010.0,,,3.0,3184670713.0,3.0,18.0,46.0,70.0,71.0,Epidemic,0.0,,,,,,,,,,
318467071,3,,,0.0,,,,3.0,3184670713.0,3.0,18.0,46.0,70.0,71.0,Civil unrest or violence,0.0,,,,,,,,,,
318467071,4,,,0.0,,,,3.0,3184670713.0,3.0,18.0,46.0,70.0,71.0,Crop Insect/disease outbreak,0.0,,,,,,,,,,
318467071,5,,,0.0,,,,3.0,3184670713.0,3.0,18.0,46.0,70.0,71.0,,,,,,,,,,,,
318467071,6,,,0.0,,,,3.0,3184670713.0,3.0,18.0,46.0,70.0,71.0,Fire,0.0,,,,,,,,,,
318467071,7,,,0.0,,,,3.0,3184670713.0,3.0,18.0,46.0,70.0,71.0,Flood/typhoon,1.0,8.0,2.0,,0.0,0.0,1.0,0.0,0.0,1.0,
318467071,8,1.0,40.0,1.0,2009.0,,,3.0,3184670713.0,3.0,18.0,46.0,70.0,71.0,Drought,0.0,,,,,,,,,,
318467172,1,,,0.0,,,,4.0,3184671724.0,3.0,18.0,46.0,71.0,72.0,Earthquake/landslide,1.0,4.0,,,,,,,,,
318467172,2,1.0,100.0,1.0,2010.0,,,4.0,3184671724.0,3.0,18.0,46.0,71.0,72.0,Famine,0.0,,,,,,,,,,
318467172,3,1.0,100.0,1.0,2009.0,,,4.0,3184671724.0,3.0,18.0,46.0,71.0,72.0,Epidemic,0.0,,,,,,,,,,
318467172,4,,,0.0,,,,4.0,3184671724.0,3.0,18.0,46.0,71.0,72.0,Civil unrest or violence,0.0,,,,,,,,,,
318467172,5,,,0.0,,,,4.0,3184671724.0,3.0,18.0,46.0,71.0,72.0,Crop Insect/disease outbreak,0.0,,,,,,,,,,
318467172,6,,,0.0,,,,4.0,3184671724.0,3.0,18.0,46.0,71.0,72.0,,,,,,,,,,,,
318467172,7,,,0.0,,,,4.0,3184671724.0,3.0,18.0,46.0,71.0,72.0,Fire,0.0,,,,,,,,,,
318467172,8,,,0.0,,,,4.0,3184671724.0,3.0,18.0,46.0,71.0,72.0,Flood/typhoon,1.0,4.0,,,,,,,,,
