,CID,G_OMM,G_OMM_Tunit,G_OMM_NoT,G_OMM_NoM,G_OMM_NoF,G_OMM_Purp1,G_OMM_Purp2,G_OMM_Purp3,G_GiM_Better1,G_GiM_Better2,G_GiM_Better3,Survey_Round,Community,FID,P_ID,D_ID,T_ID,UC_ID,M_ID,G_GiM_Worse1,G_GiM_Worse2,G_GiM_Worse3,G_IG_HC1,G_IG_HC2,G_IG_HC3,G_IG_WU1,G_IG_WU2,G_IG_WU3,G_IG_SL1,G_IG_SL2,G_IG_SL3,G_Prgm_ID,G_Prgm_M,G_PrgmM_FIntro,G_PrgmM_NoHHB,G_Prgm_ILoM,G_Prgm_Purp1,G_Prgm_Purp2,G_Prgm_Purp3,G_Prgm_Decide,G_PrgmEffC_5y,G_Prgm_2007NoHHB,G_Prgm_Name,G_PrgmEffC_1y,G_PrgmM_StillRun
1685,112314748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,WATAN CARD,,
1686,112314748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,PPAF (AND PROGRAM FUNDED UNDER,,
1687,112314748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,2013.0,3.0,,,,,,,,PRSP,,
1688,112314748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,AKRSP,,
1689,112314748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,KHUSHAL PAKISTAN,,
1690,112314748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,AURAT FOUNDATION,,
1691,112314748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,PRSP,,
1692,112314748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,AKRSP,,
1693,112314748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2009.0,10.0,,,,,,,,PPAF (AND PROGRAM FUNDED UNDER,,
1694,112314748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,AURAT FOUNDATION,,
1695,112314748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,NRSP,,
1696,112314748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1.0,2013.0,4.0,,,,,,,,BISP,,
1697,213324849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,EDHI FOUNDATION,,
1698,213324849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,SARHAD RSP,,
1699,213324849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,KHUSHAL PAKISTAN,,
1700,213324849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,WATAN CARD,,
1701,213324849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2011.0,80.0,,,,,,,,SINDH RSP,,
1702,213324849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,WATAN CARD,,
1703,213324849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,NRSP,,
1704,213324849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,AKRSP,,
1705,213324849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,KHUSHAL PAKISTAN,,
1706,213324849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,BISP,,
1707,213324849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,EDHI FOUNDATION,,
1708,213324950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,AURAT FOUNDATION,,
1709,213324950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,SAVE THE CHILDREN,,
1710,213324950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,SARHAD RSP,,
1711,213324950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2012.0,150.0,,,,,,,,PPAF (AND PROGRAM FUNDED UNDER,,
1712,213324950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,PPAF,,
1713,213324950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2011.0,250.0,,,,,,,,PRSP,,
1714,213324950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,SINDH RSP,,
1715,213324950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,BISP,,
1716,213324950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,AKRSP,,
1717,213324950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,SARHAD RSP,,
1718,213324950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,WATAN CARD,,
1719,213324952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,NRSP,,
1720,213324952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,AURAT FOUNDATION,,
1721,213324952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,KHUSHAL PAKISTAN,,
1722,213324952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,HANDS,,
1723,213324952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,EDHI FOUNDATION,,
1724,213324952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,PPAF (AND PROGRAM FUNDED UNDER,,
1725,213324952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2012.0,200.0,,,,,,,,SINDH RSP,,
1726,213324952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,PRSP,,
1727,213324952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2011.0,350.0,,,,,,,,KHUSHAL PAKISTAN,,
1728,213324952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,BISP,,
1729,213324952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,ACTED,,
1730,213335051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,SINDH RSP,,
1731,213335051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,AKRSP,,
1732,213335051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2010.0,600.0,,,,,,,,SARHAD RSP,,
1733,213335051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,WATAN CARD,,
1734,213335051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,PRSP,,
1735,213335051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,EDHI FOUNDATION,,
1736,213335051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,AURAT FOUNDATION,,
1737,213335051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,PPAF (AND PROGRAM FUNDED UNDER,,
1738,213335051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,NRSP,,
1739,213335051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,NRSP,,
1740,213335051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,AURAT FOUNDATION,,
1741,214345253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,PRSP,,
1742,214345253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,KHUSHAL PAKISTAN,,
1743,214345253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2012.0,3.0,,,,,,,,AKRSP,,
1744,214345253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,WATAN CARD,,
1745,214345253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,SARHAD RSP,,
1746,214345253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,BISP,,
1747,214345253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,PPAF (AND PROGRAM FUNDED UNDER,,
1748,214345253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,SRSO,,
1749,214345253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,2007.0,26.0,,,,,,,,EDHI FOUNDATION,,
1750,214345253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2008.0,25.0,,,,,,,,SINDH RSP,,
1751,214345253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,ACTED,,
1752,214365455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2011.0,15.0,,,,,,,,PPAF (AND PROGRAM FUNDED UNDER,,
1753,214365455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,AURAT FOUNDATION,,
1754,214365455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,PRSP,,
1755,214365455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,AKRSP,,
1756,214365455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,SARHAD RSP,,
1757,214365455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,EDHI FOUNDATION,,
1758,214365455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,WATAN CARD,,
1759,214365455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,SINDH RSP,,
1760,214365455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,KHUSHAL PAKISTAN,,
1761,214365455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2012.0,20.0,,,,,,,,NRSP,,
1762,214365455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,BISP,,
1763,214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.0,2014.0,25.0,,,,,,,,SINDH RSP,,
1764,214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,BISP,,
1765,214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,PRSP,,
1766,214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,AURAT FOUNDATION,,
1767,214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,WATAN CARD,,
1768,214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,KHUSHAL PAKISTAN,,
1769,214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,EDHI FOUNDATION,,
1770,214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,NRSP,,
1771,214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2007.0,40.0,,,,,,,,AKRSP,,
1772,214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,SARHAD RSP,,
1773,214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,PPAF (AND PROGRAM FUNDED UNDER,,
1774,214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2010.0,20.0,,,,,,,,AKRSP,,
1775,214375556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,1.0,2014.0,12.0,,,,,,,,WATAN CARD,,
1776,215385657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,PRSP,,
1777,215385657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,PPAF (AND PROGRAM FUNDED UNDER,,
1778,215385657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,BISP,,
1779,215385657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,KHUSHAL PAKISTAN,,
1780,215385657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,SARHAD RSP,,
1781,215385657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,SINDH RSP,,
1782,215385657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2008.0,150.0,,,,,,,,AURAT FOUNDATION,,
1783,215385657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,EDHI FOUNDATION,,
1784,215385657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,NRSP,,
1785,215385657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,AKRSP,,
1786,215385657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2011.0,320.0,,,,,,,,AURAT FOUNDATION,,
1787,215395758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,BISP,,
1788,215395758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2007.0,2500.0,,,,,,,,NRSP,,
1789,215395758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,2004.0,600.0,,,,,,,,WATAN CARD,,
1790,215395758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,PRSP,,
1791,215395758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,PPAF (AND PROGRAM FUNDED UNDER,,
1792,215395758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,KHUSHAL PAKISTAN,,
1793,215395758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,2002.0,700.0,,,,,,,,EDHI FOUNDATION,,
1794,215395758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,SARHAD RSP,,
1795,215395758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,SINDH RSP,,
1796,215395758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,NRSP,,
1797,215395758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2011.0,200.0,,,,,,,,SINDH RSP,,
1798,215395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2007.0,200.0,,,,,,,,WATAN CARD,,
1799,215395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,EDHI FOUNDATION,,
1800,215395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,AURAT FOUNDATION,,
1801,215395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,AKRSP,,
1802,215395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,SARHAD RSP,,
1803,215395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2011.0,450.0,,,,,,,,PPAF (AND PROGRAM FUNDED UNDER,,
1804,215395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,KHUSHAL PAKISTAN,,
1805,215395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,BISP,,
1806,215395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,PRSP,,
1807,215395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,SARHAD RSP,,
1808,215395859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,SINDH RSP,,
1809,215405960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,BISP,,
1810,215405960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,NRSP,,
1811,215405960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,KHUSHAL PAKISTAN,,
1812,215405960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,WATAN CARD,,
1813,215405960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,AURAT FOUNDATION,,
1814,215405960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2010.0,120.0,,,,,,,,EDHI FOUNDATION,,
1815,215405960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,PPAF (AND PROGRAM FUNDED UNDER,,
1816,215405960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,AKRSP,,
1817,215405960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,PRSP,,
1818,215405960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2011.0,250.0,,,,,,,,KHUSHAL PAKISTAN,,
1819,215405960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,WATAN CARD,,
1820,216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2010.0,250.0,,,,,,,,SARHAD RSP,,
1821,216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,BISP,,
1822,216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,NRSP,,
1823,216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,EDHI FOUNDATION,,
1824,216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2012.0,500.0,,,,,,,,AURAT FOUNDATION,,
1825,216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,PPAF (AND PROGRAM FUNDED UNDER,,
1826,216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,AKRSP,,
1827,216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,1.0,2010.0,800.0,,,,,,,,PRSP,,
1828,216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,SINDH RSP,,
1829,216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,SINDH RSP,,
1830,216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,2011.0,40.0,,,,,,,,SARHAD RSP,,
1831,216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,AURAT FOUNDATION,,
1832,216416061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,PRSP,,
1833,216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2011.0,250.0,,,,,,,,BISP,,
1834,216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,WATAN CARD,,
1835,216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,AKRSP,,
1836,216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2010.0,150.0,,,,,,,,NRSP,,
1837,216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,EDHI FOUNDATION,,
1838,216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,PPAF (AND PROGRAM FUNDED UNDER,,
1839,216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,KHUSHAL PAKISTAN,,
1840,216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,1.0,2011.0,500.0,,,,,,,,WATAN CARD,,
1841,216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,EDHI FOUNDATION,,
1842,216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,PPAF (AND PROGRAM FUNDED UNDER,,
1843,216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,SINDH RSP,,
1844,216416162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,AKRSP,,
1845,216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,NRSP,,
1846,216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2009.0,300.0,,,,,,,,SARHAD RSP,,
1847,216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,1.0,2014.0,120.0,,,,,,,,PRSP,,
1848,216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,AURAT FOUNDATION,,
1849,216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,KHUSHAL PAKISTAN,,
1850,216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,BISP,,
1851,216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2010.0,500.0,,,,,,,,WATAN CARD,,
1852,216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,KHUSHAL PAKISTAN,,
1853,216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,PPAF (AND PROGRAM FUNDED UNDER,,
1854,216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,SARHAD RSP,,
1855,216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,PRSP,,
1856,216426263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,BISP,,
1857,216436364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,EDHI FOUNDATION,,
1858,216436364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,SINDH RSP,,
1859,216436364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,AKRSP,,
1860,216436364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,NRSP,,
1861,216436364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,AURAT FOUNDATION,,
1862,216436364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2010.0,100.0,,,,,,,,SINDH RSP,,
1863,216436364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,BISP,,
1864,216436364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2011.0,200.0,,,,,,,,PPAF (AND PROGRAM FUNDED UNDER,,
1865,216436364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,SARHAD RSP,,
1866,216436364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,1.0,2010.0,50.0,,,,,,,,NRSP,,
1867,216436364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,EDHI FOUNDATION,,
1868,216436364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,WATAN CARD,,
1869,216436364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,1.0,2010.0,50.0,,,,,,,,AURAT FOUNDATION,,
1870,217446465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,PRSP,,
1871,217446465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,,,,,,,,KHUSHAL PAKISTAN,,
1872,217446465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,AKRSP,,
1873,217446465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,,,,,BISP,,
1874,217446465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,,,,,,,,PRSP,,
1875,217446465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,,,,,,,,,,WATAN CARD,,
1876,217446465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2010.0,30.0,,,,,,,,SARHAD RSP,,
1877,217446465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,AURAT FOUNDATION,,
1878,217446465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,,,,EDHI FOUNDATION,,
1879,217446465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,AKRSP,,
1880,217446465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2012.0,15.0,,,,,,,,SINDH RSP,,
1881,217446566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,NRSP,,
1882,217446566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2012.0,100.0,,,,,,,,KHUSHAL PAKISTAN,,
