CID,FID,Community,D_ID,G_GiM_Better1,G_GiM_Better2,G_GiM_Better3,G_GiM_Worse1,G_GiM_Worse2,G_GiM_Worse3,G_IG_HC1,G_IG_HC2,G_IG_HC3,G_IG_SL1,G_IG_SL2,G_IG_SL3,G_IG_WU1,G_IG_WU2,G_IG_WU3,G_OMM,G_OMM_NoF,G_OMM_NoM,G_OMM_NoT,G_OMM_Purp1,G_OMM_Purp2,G_OMM_Purp3,G_OMM_Tunit,G_PrgmEffC_1y,G_PrgmEffC_5y,G_PrgmM_FIntro,G_PrgmM_NoHHB,G_PrgmM_StillRun,G_Prgm_2007NoHHB,G_Prgm_Decide,G_Prgm_ID,G_Prgm_ILoM,G_Prgm_M,G_Prgm_Name,G_Prgm_Purp1,G_Prgm_Purp2,G_Prgm_Purp3,M_ID,P_ID,Survey_Round,T_ID,UC_ID,Unnamed: 0
106142223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,EDHI FOUNDATION,,,,,,,,,1435.0
106142223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,PRSP,,,,,,,,,1436.0
106142223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-44.0,20.0,,,,2.0,,1.0,AURAT FOUNDATION,,,,,,,,,1437.0
106142223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,NRSP,,,,,,,,,1438.0
106142223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,AKRSP,,,,,,,,,1439.0
106142223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,PPAF (AND PROGRAM FUNDED UNDER,,,,,,,,,1440.0
106142223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,KHUSHAL PAKISTAN,,,,,,,,,1441.0
106142223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,0.0,SARHAD RSP,,,,,,,,,1442.0
106142324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,WATAN CARD,,,,,,,,,1443.0
106142324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,BISP,,,,,,,,,1444.0
106142324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,SINDH RSP,,,,,,,,,1445.0
106142324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,WATAN CARD,,,,,,,,,1446.0
106142324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,NRSP,,,,,,,,,1447.0
106142324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,AURAT FOUNDATION,,,,,,,,,1448.0
106142324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,0.0,KHUSHAL PAKISTAN,,,,,,,,,1449.0
106142324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,EDHI FOUNDATION,,,,,,,,,1450.0
106142324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,30.0,,,,2.0,,1.0,SARHAD RSP,,,,,,,,,1451.0
106142324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,BISP,,,,,,,,,1452.0
106142324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,AKRSP,,,,,,,,,1453.0
107152425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,PRSP,,,,,,,,,1454.0
107152425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,0.0,PPAF (AND PROGRAM FUNDED UNDER,,,,,,,,,1455.0
107152425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,SINDH RSP,,,,,,,,,1456.0
107152425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,AURAT FOUNDATION,,,,,,,,,1457.0
107152425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,SARHAD RSP,,,,,,,,,1458.0
107152425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,SINDH RSP,,,,,,,,,1459.0
107152425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,WATAN CARD,,,,,,,,,1460.0
107152425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,EDHI FOUNDATION,,,,,,,,,1461.0
107152425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,AKRSP,,,,,,,,,1462.0
107152425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,KHUSHAL PAKISTAN,,,,,,,,,1463.0
107152425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,150.0,,,,1.0,,1.0,BISP,,,,,,,,,1464.0
107162526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,NRSP,,,,,,,,,1465.0
107162526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,PRSP,,,,,,,,,1466.0
107162526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,PPAF (AND PROGRAM FUNDED UNDER,,,,,,,,,1467.0
107162526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,PPAF (AND PROGRAM FUNDED UNDER,,,,,,,,,1468.0
107162526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,50.0,,,,1.0,,1.0,AURAT FOUNDATION,,,,,,,,,1469.0
107162526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,BISP,,,,,,,,,1470.0
107162526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,AKRSP,,,,,,,,,1471.0
107162526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,WATAN CARD,,,,,,,,,1472.0
107162526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,0.0,KHUSHAL PAKISTAN,,,,,,,,,1473.0
107162526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,SARHAD RSP,,,,,,,,,1474.0
107162526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,EDHI FOUNDATION,,,,,,,,,1475.0
108182829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,PRSP,,,,,,,,,1476.0
108182829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008.0,12.0,,,,3.0,,1.0,NRSP,,,,,,,,,1477.0
108182829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,SINDH RSP,,,,,,,,,1478.0
108182829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,13.0,,,,1.0,,1.0,NRSP,,,,,,,,,1479.0
108182829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,PRSP,,,,,,,,,1480.0
108182829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,AURAT FOUNDATION,,,,,,,,,1481.0
108182829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,AKRSP,,,,,,,,,1482.0
108182829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,WATAN CARD,,,,,,,,,1483.0
108182829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,SINDH RSP,,,,,,,,,1484.0
108182829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,BISP,,,,,,,,,1485.0
108182829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,0.0,KHUSHAL PAKISTAN,,,,,,,,,1486.0
108192930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,50.0,,,,3.0,,1.0,SARHAD RSP,,,,,,,,,1487.0
108192930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,PPAF (AND PROGRAM FUNDED UNDER,,,,,,,,,1488.0
108192930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008.0,20.0,,,,1.0,,1.0,EDHI FOUNDATION,,,,,,,,,1489.0
108192930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,SINDH RSP,,,,,,,,,1490.0
108192930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,0.0,PRSP,,,,,,,,,1491.0
108192930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,WATAN CARD,,,,,,,,,1492.0
108192930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,SARHAD RSP,,,,,,,,,1493.0
108192930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,KHUSHAL PAKISTAN,,,,,,,,,1494.0
108192930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,EDHI FOUNDATION,,,,,,,,,1495.0
108192930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,NRSP,,,,,,,,,1496.0
108192930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,BISP,,,,,,,,,1497.0
108203031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,AKRSP,,,,,,,,,1498.0
108203031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,50.0,,,,3.0,,1.0,PPAF (AND PROGRAM FUNDED UNDER,,,,,,,,,1499.0
108203031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008.0,10.0,,,,1.0,,1.0,AURAT FOUNDATION,,,,,,,,,1500.0
108203031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,AURAT FOUNDATION,,,,,,,,,1501.0
108203031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,NRSP,,,,,,,,,1502.0
108203031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,KHUSHAL PAKISTAN,,,,,,,,,1503.0
108203031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,AKRSP,,,,,,,,,1504.0
108203031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,SARHAD RSP,,,,,,,,,1505.0
108203031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,0.0,SINDH RSP,,,,,,,,,1506.0
108203031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,PPAF (AND PROGRAM FUNDED UNDER,,,,,,,,,1507.0
108203031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,WATAN CARD,,,,,,,,,1508.0
108213132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,EDHI FOUNDATION,,,,,,,,,1509.0
108213132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,PRSP,,,,,,,,,1510.0
108213132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,0.0,BISP,,,,,,,,,1511.0
108213132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,NRSP,,,,,,,,,1512.0
108213132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-44.0,30.0,,,,1.0,,1.0,SINDH RSP,,,,,,,,,1513.0
108213132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,AURAT FOUNDATION,,,,,,,,,1514.0
108213132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,EDHI FOUNDATION,,,,,,,,,1515.0
108213132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,30.0,,,,3.0,,1.0,SARHAD RSP,,,,,,,,,1516.0
108213132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,AKRSP,,,,,,,,,1517.0
108213132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,KHUSHAL PAKISTAN,,,,,,,,,1518.0
108213132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,PRSP,,,,,,,,,1519.0
109223233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,PPAF (AND PROGRAM FUNDED UNDER,,,,,,,,,1520.0
109223233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,BISP,,,,,,,,,1521.0
109223233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,WATAN CARD,,,,,,,,,1522.0
109223233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,NRSP,,,,,,,,,1523.0
109223233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,15.0,,,,1.0,,1.0,EDHI FOUNDATION,,,,,,,,,1524.0
109223233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,0.0,AKRSP,,,,,,,,,1525.0
109223233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,SARHAD RSP,,,,,,,,,1526.0
109223233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,SINDH RSP,,,,,,,,,1527.0
109223233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,PRSP,,,,,,,,,1528.0
109223233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,WATAN CARD,,,,,,,,,1529.0
109223233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,AURAT FOUNDATION,,,,,,,,,1530.0
109223334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,KHUSHAL PAKISTAN,,,,,,,,,1531.0
109223334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,PPAF (AND PROGRAM FUNDED UNDER,,,,,,,,,1532.0
109223334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,BISP,,,,,,,,,1533.0
109223334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,0.0,AURAT FOUNDATION,,,,,,,,,1534.0
109223334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,KHUSHAL PAKISTAN,,,,,,,,,1535.0
109223334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,35.0,,,,1.0,,1.0,SINDH RSP,,,,,,,,,1536.0
109223334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,PRSP,,,,,,,,,1537.0
109223334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,NRSP,,,,,,,,,1538.0
109223334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,EDHI FOUNDATION,,,,,,,,,1539.0
109223334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,AKRSP,,,,,,,,,1540.0
109223334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,WATAN CARD,,,,,,,,,1541.0
109233435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,BISP,,,,,,,,,1542.0
109233435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,SARHAD RSP,,,,,,,,,1543.0
109233435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,PPAF (AND PROGRAM FUNDED UNDER,,,,,,,,,1544.0
109233435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,WATAN CARD,,,,,,,,,1545.0
109233435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,SARHAD RSP,,,,,,,,,1546.0
109233435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,0.0,KHUSHAL PAKISTAN,,,,,,,,,1547.0
109233435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,EDHI FOUNDATION,,,,,,,,,1548.0
109233435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,10.0,,,,1.0,,1.0,PRSP,,,,,,,,,1549.0
109233435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,NRSP,,,,,,,,,1550.0
109233435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,AURAT FOUNDATION,,,,,,,,,1551.0
109233435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,PPAF (AND PROGRAM FUNDED UNDER,,,,,,,,,1552.0
109233536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,AKRSP,,,,,,,,,1553.0
109233536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,0.0,SINDH RSP,,,,,,,,,1554.0
109233536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,BISP,,,,,,,,,1555.0
109233536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,BISP,,,,,,,,,1556.0
109233536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,NRSP,,,,,,,,,1557.0
109233536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,WATAN CARD,,,,,,,,,1558.0
109233536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,EDHI FOUNDATION,,,,,,,,,1559.0
109233536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,AURAT FOUNDATION,,,,,,,,,1560.0
109233536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,SINDH RSP,,,,,,,,,1561.0
109233536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,12.0,,,,1.0,,1.0,KHUSHAL PAKISTAN,,,,,,,,,1562.0
109233536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,AKRSP,,,,,,,,,1563.0
110243637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,SARHAD RSP,,,,,,,,,1564.0
110243637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,400.0,,,,3.0,,1.0,PPAF (AND PROGRAM FUNDED UNDER,,,,,,,,,1565.0
110243637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,PRSP,,,,,,,,,1566.0
110243637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,AURAT FOUNDATION,,,,,,,,,1567.0
110243637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,PRSP,,,,,,,,,1568.0
110243637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,NRSP,,,,,,,,,1569.0
110243637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,300.0,,,,1.0,,1.0,SARHAD RSP,,,,,,,,,1570.0
110243637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,SINDH RSP,,,,,,,,,1571.0
110243637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,0.0,PPAF (AND PROGRAM FUNDED UNDER,,,,,,,,,1572.0
110243637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,WATAN CARD,,,,,,,,,1573.0
110243637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,EDHI FOUNDATION,,,,,,,,,1574.0
110243738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,BISP,,,,,,,,,1575.0
110243738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,KHUSHAL PAKISTAN,,,,,,,,,1576.0
110243738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,AKRSP,,,,,,,,,1577.0
110243738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,Khashif foundation,,,,,,,,,1578.0
110243738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,SARHAD RSP,,,,,,,,,1579.0
110243738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,WATAN CARD,,,,,,,,,1580.0
110243738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,KHUSHAL PAKISTAN,,,,,,,,,1581.0
110243738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,15.0,,,,1.0,,1.0,NRSP,,,,,,,,,1582.0
110243738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,BISP,,,,,,,,,1583.0
110243738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,0.0,PPAF (AND PROGRAM FUNDED UNDER,,,,,,,,,1584.0
110243738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,AKRSP,,,,,,,,,1585.0
110243839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,AURAT FOUNDATION,,,,,,,,,1586.0
110243839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,EDHI FOUNDATION,,,,,,,,,1587.0
110243839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,60.0,,,,1.0,,1.0,SINDH RSP,,,,,,,,,1588.0
110243839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,PRSP,,,,,,,,,1589.0
110243839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,NRSP,,,,,,,,,1590.0
110243839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,SINDH RSP,,,,,,,,,1591.0
110243839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,AKRSP,,,,,,,,,1592.0
110243839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,WATAN CARD,,,,,,,,,1593.0
110243839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,0.0,EDHI FOUNDATION,,,,,,,,,1594.0
110243839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,BISP,,,,,,,,,1595.0
110243839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,PPAF (AND PROGRAM FUNDED UNDER,,,,,,,,,1596.0
110253940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,12.0,,,,3.0,,1.0,SARHAD RSP,,,,,,,,,1597.0
110253940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,0.0,KHUSHAL PAKISTAN,,,,,,,,,1598.0
110253940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,AURAT FOUNDATION,,,,,,,,,1599.0
110253940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,PRSP,,,,,,,,,1600.0
110253940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,NRSP,,,,,,,,,1601.0
110253940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,KHUSHAL PAKISTAN,,,,,,,,,1602.0
110253940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,20.0,,,,1.0,,1.0,PPAF (AND PROGRAM FUNDED UNDER,,,,,,,,,1603.0
110253940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,EDHI FOUNDATION,,,,,,,,,1604.0
110253940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,SARHAD RSP,,,,,,,,,1605.0
110253940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,SINDH RSP,,,,,,,,,1606.0
110253940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,WATAN CARD,,,,,,,,,1607.0
111264041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.0,AURAT FOUNDATION,,,,,,,,,1608.0
111264041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,45.0,,,,4.0,,1.0,BISP,,,,,,,,,1609.0
111264041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,AKRSP,,,,,,,,,1610.0
111264041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,PRSP,,,,,,,,,1611.0
111264041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,AKRSP,,,,,,,,,1612.0
111264041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,SINDH RSP,,,,,,,,,1613.0
111264041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,40.0,,,,3.0,,1.0,BISP,,,,,,,,,1614.0
111264041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,65.0,,,,1.0,,1.0,AURAT FOUNDATION,,,,,,,,,1615.0
111264041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,WATAN CARD,,,,,,,,,1616.0
111264041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,NRSP,,,,,,,,,1617.0
111264041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,KHUSHAL PAKISTAN,,,,,,,,,1618.0
111274142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,SARHAD RSP,,,,,,,,,1619.0
111274142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,PPAF (AND PROGRAM FUNDED UNDER,,,,,,,,,1620.0
111274142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,PRSP,,,,,,,,,1621.0
111274142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,EDHI FOUNDATION,,,,,,,,,1622.0
111274142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,AURAT FOUNDATION,,,,,,,,,1623.0
